,50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91a482e6-efb7-4fc4-a4c3-5ea6552fbf97,1481,,,"[35.8, 60.1]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Xaver Schlager,8769.0,Left Defensive Midfield,60,RB Leipzig,182,['b6996bfd-2a1c-4520-910b-d517597257da'],3,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:03.075,Ball Receipt*,
440,,,,,,,,,,,,,,,,,,1.058358,,,,,,,,,,,,039cc8af-346f-489b-b35c-53783edb2ee7,1482,,,"[36.2, 64.5]",3895052,35,True,,,-1.7376882,,Right Foot,,,"[31.5, 36.6]",,Ground Pass,,28.293108,,,,,Willi Orban,8509.0,,,,,,1,From Kick Off,Xaver Schlager,8769.0,Left Defensive Midfield,60,RB Leipzig,182,['39c3a34a-d243-4ba1-bd05-c4c832396612'],3,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:03.718,Pass,
1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39c3a34a-d243-4ba1-bd05-c4c832396612,1483,,,"[31.5, 36.6]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Willi Orban,8509.0,Left Center Back,60,RB Leipzig,182,['039cc8af-346f-489b-b35c-53783edb2ee7'],4,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:04.776,Ball Receipt*,
441,,,,,,,,,,,,,,,,,,0.889157,,,,,,,,,,,,d60170e0-33b6-4fb4-aadb-7a8e703dc468,1484,,,"[33.7, 33.2]",3895052,35,,,,-1.4406462,,Right Foot,,,"[36.2, 14.1]",,Ground Pass,,19.262918,,,,,David Raum,12034.0,,,,,,1,From Kick Off,Willi Orban,8509.0,Left Center Back,60,RB Leipzig,182,['838e8a92-e38d-4482-8a04-9efebb1a5ab8'],5,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:05.509,Pass,
1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838e8a92-e38d-4482-8a04-9efebb1a5ab8,1485,,,"[36.2, 14.1]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,David Raum,12034.0,Left Back,60,RB Leipzig,182,['d60170e0-33b6-4fb4-aadb-7a8e703dc468'],6,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:06.398,Ball Receipt*,
2471,,,,,,"[36.8, 11.5]",,,,,,,,,,,,1.090863,,,,,,,,,,,,36a49a12-7c3e-4d43-a054-d8a5320fa0c0,1486,,,"[36.2, 14.1]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,David Raum,12034.0,Left Back,60,RB Leipzig,182,"['18ffca5c-c0c5-4851-b367-ee88e0582bbd', '838e8a92-e38d-4482-8a04-9efebb1a5ab8']",6,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:06.398,Carry,
442,,,,,,,,,,,,,,,,,,1.124154,,,,,,,,,,,,18ffca5c-c0c5-4851-b367-ee88e0582bbd,1487,,,"[36.8, 11.5]",3895052,35,,,,1.472865,,Left Foot,,,"[39.6, 40.0]",,Ground Pass,,28.637213,,,,,Nicolas Seiwald,39460.0,,,,,,1,From Kick Off,David Raum,12034.0,Left Back,60,RB Leipzig,182,['83d9c141-c374-48e3-8359-1c7a221126d3'],7,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:07.489,Pass,
1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83d9c141-c374-48e3-8359-1c7a221126d3,1488,,,"[39.6, 40.0]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nicolas Seiwald,39460.0,Right Defensive Midfield,60,RB Leipzig,182,['18ffca5c-c0c5-4851-b367-ee88e0582bbd'],8,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:08.613,Ball Receipt*,
2472,,,,,,"[39.8, 39.2]",,,,,,,,,,,,0.211292,,,,,,,,,,,,bf8334bf-2040-455a-ad07-8f76e5e4a9c7,1489,,,"[39.6, 40.0]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nicolas Seiwald,39460.0,Right Defensive Midfield,60,RB Leipzig,182,"['2524edcb-1597-47db-b04c-c861416f545f', '83d9c141-c374-48e3-8359-1c7a221126d3', 'da350c1a-df66-4e2d-afa4-b072e9dec141']",8,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:08.613,Carry,True
3172,,,,,,,,,,,,,,,,,,0.180796,,,,,,,,,,,,2524edcb-1597-47db-b04c-c861416f545f,1490,,,"[82.1, 39.5]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Florian Wirtz,40724.0,Left Wing,60,RB Leipzig,182,"['bf8334bf-2040-455a-ad07-8f76e5e4a9c7', 'da350c1a-df66-4e2d-afa4-b072e9dec141']",8,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:35:08.749,Pressure,
443,,,,,,,,,,,,,,,,,,2.299751,,,,,,,,,,,,da350c1a-df66-4e2d-afa4-b072e9dec141,1491,,,"[39.8, 39.2]",3895052,35,,,,1.9944652,,Right Foot,,,"[32.9, 54.5]",,Ground Pass,,16.78392,,,,,Mohamed Simakan,30360.0,,,,,,1,From Kick Off,Nicolas Seiwald,39460.0,Right Defensive Midfield,60,RB Leipzig,182,"['2524edcb-1597-47db-b04c-c861416f545f', '5ff4345f-1c10-4e89-ba0f-e54a891e01a4']",8,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:08.824,Pass,True
1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ff4345f-1c10-4e89-ba0f-e54a891e01a4,1492,,,"[32.9, 54.5]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Mohamed Simakan,30360.0,Right Center Back,60,RB Leipzig,182,['da350c1a-df66-4e2d-afa4-b072e9dec141'],11,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:11.124,Ball Receipt*,
2473,,,,,,"[63.7, 60.7]",,,,,,,,,,,,3.668608,,,,,,,,,,,,63ba1797-58df-4b0a-b473-dae4b3734dfa,1493,,,"[32.9, 54.5]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Mohamed Simakan,30360.0,Right Center Back,60,RB Leipzig,182,"['1202991a-9ccb-4ed7-ab48-adc7a4a74891', '5ff4345f-1c10-4e89-ba0f-e54a891e01a4']",11,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:11.124,Carry,
444,,,,,,,,,,,,,,,,,,1.454471,,,,,,,,,,,,1202991a-9ccb-4ed7-ab48-adc7a4a74891,1494,,,"[63.7, 60.7]",3895052,35,,,,1.0631357,,Right Foot,,,"[72.1, 75.8]",,Ground Pass,,17.279179,,,,,Benjamin Henrichs,8211.0,,,,,,1,From Kick Off,Mohamed Simakan,30360.0,Right Center Back,60,RB Leipzig,182,['98af4db2-2b4d-49ec-b106-04baa682f172'],14,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:14.792,Pass,
1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98af4db2-2b4d-49ec-b106-04baa682f172,1495,,,"[72.1, 75.8]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Benjamin Henrichs,8211.0,Right Back,60,RB Leipzig,182,['1202991a-9ccb-4ed7-ab48-adc7a4a74891'],16,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:16.247,Ball Receipt*,
2474,,,,,,"[75.3, 75.0]",,,,,,,,,,,,1.105384,,,,,,,,,,,,1e004199-42dd-4f80-9bf5-66f5f23f74e1,1496,,,"[72.1, 75.8]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Benjamin Henrichs,8211.0,Right Back,60,RB Leipzig,182,"['1b4410f8-3bf2-4eb0-86e1-500ef19e2fa7', '98af4db2-2b4d-49ec-b106-04baa682f172']",16,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:16.247,Carry,
445,,,,,,,,,,,,,,,,,,1.891771,,,,,,,,,,,,1b4410f8-3bf2-4eb0-86e1-500ef19e2fa7,1497,,,"[75.3, 75.0]",3895052,35,,,,-0.73020566,,Right Foot,,,"[94.4, 57.9]",,High Pass,,25.636303,,,Incomplete,,Ikoma Loïs Openda,16275.0,,,,,,1,From Kick Off,Benjamin Henrichs,8211.0,Right Back,60,RB Leipzig,182,"['04cfcb57-3319-4220-a85b-97478b9f8c61', 'd360eeaa-9635-438d-904b-eb8a789f1439']",17,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:17.352,Pass,
1510,,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,04cfcb57-3319-4220-a85b-97478b9f8c61,1498,,,"[94.4, 56.1]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Ikoma Loïs Openda,16275.0,Right Center Forward,60,RB Leipzig,182,['1b4410f8-3bf2-4eb0-86e1-500ef19e2fa7'],19,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:19.244,Ball Receipt*,
3583,,,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,0dc1075b-b7a3-4d3f-ab91-1f30b71a1c23,1499,,,"[94.4, 57.9]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Ikoma Loïs Openda,16275.0,Right Center Forward,60,RB Leipzig,182,['d360eeaa-9635-438d-904b-eb8a789f1439'],19,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:19.244,Duel,True
446,,,,,,,,,,,,,,,,,,1.357797,,,,,,,,,,,,d360eeaa-9635-438d-904b-eb8a789f1439,1500,,,"[25.7, 22.2]",3895052,35,,,True,-0.6422786,,,,,"[38.8, 12.4]",,High Pass,,16.360012,,,,,Florian Wirtz,40724.0,,,,,Recovery,1,Regular Play,Jonathan Tah,8221.0,Center Back,61,Bayer Leverkusen,904,"['0dc1075b-b7a3-4d3f-ab91-1f30b71a1c23', '1b4410f8-3bf2-4eb0-86e1-500ef19e2fa7', '4fa10f22-eace-4409-845b-ea5fd265621f']",19,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:35:19.244,Pass,True
1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4fa10f22-eace-4409-845b-ea5fd265621f,1501,,,"[38.8, 12.4]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,61,Bayer Leverkusen,904,['d360eeaa-9635-438d-904b-eb8a789f1439'],20,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:35:20.602,Ball Receipt*,
447,,,,,,,,,,,,,,,,,,0.711074,,,,,,,,,,,,c35ac673-dbbb-4703-99b3-3bd170d9ff3b,1502,,,"[39.4, 11.2]",3895052,35,,,,2.2256284,,Right Foot,,,"[35.1, 16.8]",,Ground Pass,,7.0604534,,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,61,Bayer Leverkusen,904,['f9b21d3b-bc23-489c-9886-3f2bfbc1ba51'],20,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:35:20.602,Pass,
1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9b21d3b-bc23-489c-9886-3f2bfbc1ba51,1503,,,"[35.1, 16.8]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,61,Bayer Leverkusen,904,['c35ac673-dbbb-4703-99b3-3bd170d9ff3b'],21,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:35:21.313,Ball Receipt*,
2475,,,,,,"[34.3, 18.2]",,,,,,,,,,,,0.037409,,,,,,,,,,,,cc95515f-ceed-4a6b-a157-3950bcd765d1,1504,,,"[35.1, 16.8]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,61,Bayer Leverkusen,904,"['d9fc9ed2-d657-4e9c-bf28-bebf0445fe74', 'f9b21d3b-bc23-489c-9886-3f2bfbc1ba51']",21,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:35:21.313,Carry,
448,,,,,,,,,,,,,,,,,,0.606735,,,,,,,,,,,,d9fc9ed2-d657-4e9c-bf28-bebf0445fe74,1505,,,"[34.3, 18.2]",3895052,35,,,,-0.21866895,,Left Foot,,,"[42.4, 16.4]",,Ground Pass,,8.29759,,,,,Florian Wirtz,40724.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,61,Bayer Leverkusen,904,['5a19f7d2-4a77-4e89-a1d4-0ba060be4562'],21,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:35:21.350,Pass,
1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a19f7d2-4a77-4e89-a1d4-0ba060be4562,1506,,,"[42.4, 16.4]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,61,Bayer Leverkusen,904,['d9fc9ed2-d657-4e9c-bf28-bebf0445fe74'],21,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:35:21.957,Ball Receipt*,
2476,,,,,,"[42.2, 17.4]",,,,,,,,,,,,0.74279,,,,,,,,,,,,e138306e-b32b-45eb-96f5-956a46a500dc,1507,,,"[42.4, 16.4]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,61,Bayer Leverkusen,904,"['5a19f7d2-4a77-4e89-a1d4-0ba060be4562', 'cae70660-56ba-4250-8fce-1eb19414440c']",21,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:35:21.957,Carry,
449,,,,,,,,,,,,,,,,,,1.206882,,,,,,,,,,,,cae70660-56ba-4250-8fce-1eb19414440c,1508,,,"[42.2, 17.4]",3895052,35,,,,1.3153342,,Right Foot,,,"[49.8, 46.5]",,Ground Pass,,30.07607,,,,,Jonas Hofmann,8804.0,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,61,Bayer Leverkusen,904,['191b0692-7bf3-4222-bea6-db12b0a7062e'],22,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:35:22.700,Pass,
1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191b0692-7bf3-4222-bea6-db12b0a7062e,1509,,,"[49.8, 46.5]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonas Hofmann,8804.0,Right Wing,61,Bayer Leverkusen,904,['cae70660-56ba-4250-8fce-1eb19414440c'],23,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:35:23.907,Ball Receipt*,
3173,,,,,,,,,,,,True,,,,,,0.651114,,,,,,,,,,,,e0e54334-be62-4b1b-932b-6d062f7c7601,1510,,,"[73.3, 32.2]",3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Olmo Carvajal,16532.0,Left Center Forward,61,Bayer Leverkusen,904,,24,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:24.158,Pressure,
3705,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,46b811f5-61aa-4493-9b00-0b7d92fc40a8,1511,True,,,3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,61,Bayer Leverkusen,904,,28,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:35:28.455,Injury Stoppage,
3706,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,20b5d63a-c35f-4d3b-9ce0-dbece7a8c635,1512,,,,3895052,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ikoma Loïs Openda,16275.0,Right Center Forward,61,Bayer Leverkusen,904,,32,,,,,,,,,,,,,,,,,RB Leipzig,182,00:35:32.702,Injury Stoppage,
3711,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6325cfae-f301-47c3-aa6b-30bf42ca8920,1513,,,"[32.3, 37.3]",3895052,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,62,Bayer Leverkusen,904,,17,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:17.731,Referee Ball-Drop,
3712,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,55e7528a-a69d-4c31-a9b1-a2b2b45c048a,1514,,,"[87.8, 42.6]",3895052,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,63,RB Leipzig,182,,17,,,,,,,,,,,,,,,,,RB Leipzig,182,00:36:17.963,Referee Ball-Drop,
3457,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0b565857-066d-4b23-b6e9-e0909b3d73ad,1515,,,"[30.5, 39.7]",3895052,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,64,Bayer Leverkusen,904,,18,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:18.909,Ball Recovery,
2477,,,,,,"[34.7, 37.7]",,,,,,,,,,,,1.581449,,,,,,,,,,,,ebe83669-aae8-441a-8a1a-aaae1d7bef0e,1516,,,"[30.5, 39.7]",3895052,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,64,Bayer Leverkusen,904,"['0b565857-066d-4b23-b6e9-e0909b3d73ad', 'cc68254e-e56f-4ea5-9d9c-777aba9ab6cc']",18,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:18.909,Carry,
450,,,,,,,,,,,,,,,,,,1.78945,,,,,,,,,,,,cc68254e-e56f-4ea5-9d9c-777aba9ab6cc,1517,,,"[34.7, 37.7]",3895052,36,,,,-1.5393931,,Right Foot,,,"[35.3, 18.6]",,Ground Pass,,19.109423,,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,64,Bayer Leverkusen,904,['a4c31f25-f7ea-4a5b-a77f-617a0db82b19'],20,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:20.490,Pass,
1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4c31f25-f7ea-4a5b-a77f-617a0db82b19,1518,,,"[35.3, 18.6]",3895052,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,64,Bayer Leverkusen,904,['cc68254e-e56f-4ea5-9d9c-777aba9ab6cc'],22,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:22.280,Ball Receipt*,
2478,,,,,,"[35.7, 14.8]",,,,,,,,,,,,0.643853,,,,,,,,,,,,bb126e9f-8c82-42e6-8601-426a94944eed,1519,,,"[35.3, 18.6]",3895052,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,64,Bayer Leverkusen,904,"['1207d90e-cefd-4fc8-b64f-d5755ae87741', 'a4c31f25-f7ea-4a5b-a77f-617a0db82b19']",22,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:22.280,Carry,
451,,,,,,,,,,,,,,,,,,1.173823,,,,,,,,,,,,1207d90e-cefd-4fc8-b64f-d5755ae87741,1520,,,"[35.7, 14.8]",3895052,36,,,,-0.9592993,,Right Foot,,,"[41.8, 6.1]",,Ground Pass,,10.625442,,,,,Alejandro Grimaldo García,10336.0,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,64,Bayer Leverkusen,904,['c7e4bf39-5773-49bd-9e34-d79a10365b26'],22,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:22.924,Pass,
1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7e4bf39-5773-49bd-9e34-d79a10365b26,1521,,,"[41.8, 6.1]",3895052,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alejandro Grimaldo García,10336.0,Left Wing Back,64,Bayer Leverkusen,904,['1207d90e-cefd-4fc8-b64f-d5755ae87741'],24,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:24.097,Ball Receipt*,
2479,,,,,,"[42.4, 5.5]",,,,,,,,,,,,1.415951,,,,,,,,,,,,0433b8a4-b27f-4fbc-a90c-4a9dfce93fb0,1522,,,"[41.8, 6.1]",3895052,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alejandro Grimaldo García,10336.0,Left Wing Back,64,Bayer Leverkusen,904,"['1b5e7806-6433-4a18-8b3a-617d865449ad', 'c7e4bf39-5773-49bd-9e34-d79a10365b26']",24,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:24.097,Carry,
452,,,,,,,,,,,,,,,,,,1.850455,,,,,,,,,,,,1b5e7806-6433-4a18-8b3a-617d865449ad,1523,,,"[42.4, 5.5]",3895052,36,,,,2.4514933,,Left Foot,,,"[27.5, 17.8]",,Ground Pass,,19.320972,,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,Regular Play,Alejandro Grimaldo García,10336.0,Left Wing Back,64,Bayer Leverkusen,904,['da315c6b-0595-45a3-9487-d575cf6cb901'],25,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:25.513,Pass,
1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da315c6b-0595-45a3-9487-d575cf6cb901,1524,,,"[27.5, 17.8]",3895052,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,64,Bayer Leverkusen,904,['1b5e7806-6433-4a18-8b3a-617d865449ad'],27,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:27.364,Ball Receipt*,
2480,,,,,,"[19.9, 24.8]",,,,,,,,,,,,1.442315,,,,,,,,,,,,8dec4758-3c84-4213-aab8-557b0fd69a08,1525,,,"[27.5, 17.8]",3895052,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,64,Bayer Leverkusen,904,"['da315c6b-0595-45a3-9487-d575cf6cb901', 'e2efd405-f770-4a06-b3c5-f5092d4bb40e']",27,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:27.364,Carry,
453,,,,,,,,,,,,,,,,,,1.639463,,,,,,,,,,,,e2efd405-f770-4a06-b3c5-f5092d4bb40e,1526,,,"[19.9, 24.8]",3895052,36,,,,1.8147819,,Right Foot,,,"[14.0, 48.5]",,Ground Pass,,24.42335,,,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,64,Bayer Leverkusen,904,['ee2cb983-5733-488a-a1ff-1b3220ab8363'],28,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:28.806,Pass,
1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee2cb983-5733-488a-a1ff-1b3220ab8363,1527,,,"[14.0, 48.5]",3895052,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,64,Bayer Leverkusen,904,['e2efd405-f770-4a06-b3c5-f5092d4bb40e'],30,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:30.446,Ball Receipt*,
2481,,,,,,"[17.9, 54.4]",,,,,,,,,,,,2.240059,,,,,,,,,,,,f7830136-c252-484e-9b2e-92de3b020bdf,1528,,,"[14.0, 48.5]",3895052,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,64,Bayer Leverkusen,904,"['b52e4453-7242-4dcd-b893-7b9d183f2108', 'ee2cb983-5733-488a-a1ff-1b3220ab8363']",30,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:30.446,Carry,
454,,,,,,,,,,,,,,,,,,1.76593,,,,,,,,,,,,b52e4453-7242-4dcd-b893-7b9d183f2108,1529,,,"[17.9, 54.4]",3895052,36,,,,-1.6698302,,Right Foot,,,"[14.8, 23.2]",,Ground Pass,,31.353628,,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,64,Bayer Leverkusen,904,['2926ff03-2ce7-4823-b38c-df1683264fcc'],32,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:32.686,Pass,
1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2926ff03-2ce7-4823-b38c-df1683264fcc,1530,,,"[14.8, 23.2]",3895052,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,64,Bayer Leverkusen,904,['b52e4453-7242-4dcd-b893-7b9d183f2108'],34,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:34.452,Ball Receipt*,
2482,,,,,,"[12.2, 18.4]",,,,,,,,,,,,1.393774,,,,,,,,,,,,bde30875-67ac-4f0f-b726-1e31b2f826bc,1531,,,"[14.8, 23.2]",3895052,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,64,Bayer Leverkusen,904,"['2926ff03-2ce7-4823-b38c-df1683264fcc', '3df51253-1df3-4dbf-8566-bf17f0384ca4', 'b16a7eb0-aca2-4c83-86af-1d0e7b5539d4']",34,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:34.452,Carry,True
3174,,,,,,,,,,,,,,,,,,1.011519,,,,,,,,,,,,b16a7eb0-aca2-4c83-86af-1d0e7b5539d4,1532,,,"[104.4, 56.1]",3895052,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavi Simons,39167.0,Right Midfield,64,Bayer Leverkusen,904,"['3df51253-1df3-4dbf-8566-bf17f0384ca4', 'bde30875-67ac-4f0f-b726-1e31b2f826bc']",35,,,,,,,,,,,,,,,,,RB Leipzig,182,00:36:35.125,Pressure,
455,,,,,,,,,,,,,,,,,,1.562904,,,,,,,,,,,,3df51253-1df3-4dbf-8566-bf17f0384ca4,1533,,,"[12.2, 18.4]",3895052,36,,,,-0.06740826,,Left Foot,,,"[35.9, 16.8]",,Ground Pass,,23.753946,,,,,Alejandro Grimaldo García,10336.0,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,64,Bayer Leverkusen,904,"['17c9c959-b549-49b6-8ca2-103e66368e0a', 'b16a7eb0-aca2-4c83-86af-1d0e7b5539d4']",35,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:35.845,Pass,True
